"conc","t_statistic","df_value","p_value"
1,16.7990451421927,3.9096796728928,8.62472561162553e-05
8,16.6977673141747,3.99994421877085,7.53783001919716e-05
40,15.8475734674154,3.77089971899463,0.000137108806709553
200,8.74167228520444,3.90892882544433,0.00104648154188573
1000,5.9183158843107,3.14874668069096,0.00839796976570749
5000,0.595662895336635,3.17281240358022,0.59123072267774
20000,0.574842421591666,2.45765541178372,0.613716929900546
