"comparison","t_value","p_value"
"8 - 1",-0.0867818728631072,0.999999520015587
"40 - 1",0.702878272372021,0.950822743268907
"200 - 1",1.26232818980968,0.650789090737018
"1000 - 1",1.20556688744249,0.688382518895512
"5000 - 1",1.85128779690851,0.306164833838614
"20000 - 1",2.16707100132783,0.186289665189316
