group	exp1	exp2	exp3
DMSO_0h	1.015549523	0.847128933	1.137321544
DMSO_1h	0.992773962	0.940805402	1.033494479
DMSO_2h	0.809242438	0.99400013	0.695562244
MG_0h	1.097294361	1.068413067	1.248075442
MG_1h	1.074305615	0.892424064	1.31918415
MG_2h	0.940797351	0.965537515	1.47509478
Baf_0h	0.877567774	1.049212567	1.288070592
Baf_1h	0.789497894	0.947555887	1.25496225
Baf_2h	0.763361465	1.081077943	1.037031749
