"comparison","t_value","p_value"
"1 - 0",1.18266699122418,0.657918312454117
"2 - 0",3.46166518360906,0.0185302779043971
"4 - 0",7.5537226201006,3.10360175156399e-05
"6 - 0",17.2995853781978,6.08402217494586e-14
"12 - 0",16.9858502213184,5.6621374255883e-15
